;strRazaoSocial;strNomeFantasia;NumeroCNPJ;RadicalCNPJ;CNAEPrincipal;DescCNAEPrincipal;RazaoSocialRFB;NomeFantasiaRFB;CodigoFornecedor
106159;RR & BB AGENCIA DE TURISMO AGENCIA E VIAGENS LTDA;RR & BB AGENCIA DE TURISMO AGENCIA E VIAGENS LTDA;10714546000168;10714546;7911200;AGÊNCIAS DE VIAGENS;RR&BB AGENCIA DE TURISMO AGENCIA E VIAGENS LTDA;;16894
106160;CADRIMAR REALIZAÇÕES GRAFICAS E FORMATURAS LTDA-ME;FORMART GRAFICAS E FAORMATURAS LTDA-ME;03062746000118;03062746;8230001;SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS;CADRIMAR REALIZACOES GRAFICAS E FORMATURAS LTDA. ME.;FORMART GRAFICAS E FORMATURAS LTDA. ME.;16895
106163;BIGMAR ADMINISTRAÇÃO DE CONDOMÍNIOS LTDA.;BIGMAR ADMINISTRAÇÃO DE CONDOMÍNIOS LTDA.;52246097000110;52246097;6822600;GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA;BIGMAR ADMINISTRACAO DE CONDOMINIOS LTDA - EPP;;16896
106181;DAVO SUPERMERCADOS LTDA;POUPAKI ATACADISTA;52130481002520;52130481;;;;;16897
106184;GRC ATACADISTA;GOMES RIBEIRO COMERCIAL ATACADISTA EIRELLI;32258129000190;32258129;;;;;16898
106225;AUTO MECANICA UBERLANDIA LTDA.;AUTO MECANICA UBERLANDIA LTDA.;26906461000111;26906461;4520001;SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES;AUTO MECANICA UBERLADIA LTDA ME;AUTO MECANICA UBERLANDIA;16899
106260;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;ECT DR-MT AG. CAMPO NOVO DO PARECIS;34028316622023;34028316;5310501;ATIVIDADES DO CORREIO NACIONAL;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;ECT DR-MT AG.CAMPO NOVO DOS PARECIS;16900
106285;AKI RASTREADORES SOLUÇOES LOGISTICA LTDA;AKI RASTREADORES SOLUÇOES LOGISTICA LTDA;21627354000130;21627354;;;;;16901
106301;BELABONIITA ELETRONICOS E ARTIGOS ESPORTIVOS EIREL;BELABONITA ELETRONICOS;20974356000133;20974356;;;;;16902
106307;MITSUI SUMITOMO SEGUROS S.A.;MITSUI SUMITOMO SEGUROS S.A.;33016221000107;33016221;6512000;SEGUROS NÃO-VIDA;MITSUI SUMITOMO SEGUROS S.A.;;16903
106333;CAROLINE COSTA COMÉRCIO;DGMIX.COM.BR;29612957000170;29612957;;;;;16904
106339;GO GEO CURSOS DE IDIOMAS LTDA;GO GEO;26777777000150;26777777;;;;;16905
106341;LBROS COMERCIO DE MOVEIS LTDA;NOVOLARE;10859506000376;10859506;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;LBROS COMERCIO DE MOVEIS LTDA;;16906
106350;ABEILLE EMPREENDIMENTOS IMOBILIARÍOS LTDA;FACTO PAULISTA;20730118000182;20730118;;;;;16907
106374;PROJETO IMOBILIÁRIO E 48 LTDA;PROJETO IMOBILIÁRIO E 48 LTDA;23783456000170;23783456;;;;;16908
106389;PRIMAVIA CONCESSIONÁRIA  FIAT;PRIMAVIA;71145668000507;71145668;4511101;COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS;PRIMAVIA VEICULOS LTDA;PRIMAVIA;16909
106392;ROMA INDUSTRIA DE MÓVEIS LTDA;ROMA INDÚSTRIA DE MÓVEIS;05890286000141;05890286;3101200;FABRICAÇÃO DE MÓVEIS COM PREDOMINÂNCIA DE MADEIRA;ROBERTO CARLOS RAUEN - ME;MEDIDA CERTA-MOVEIS SOB MEDIDA;16910
106403;WEB INFOMUSIC LTDA - ME;WEB INFOMUSIC LTDA - ME;15591387000175;15591387;4751201;;WEB INFOMUSIC LTDA ME;WEB INFOMUSIC;16911
106414;SECRETARIA DA FAZENDA DO ESTADO DE GOIÁS;SEFAZ-GO;01409655000180;01409655;8411600;ADMINISTRAÇÃO PÚBLICA EM GERAL;SECRETARIA DE ESTADO DA FAZENDA;SEFAZ;16912
106416;BANCO SANTANDER (BRASIL) S.A.;JUNDIAI-INT-GO   AG. 0966;90400888254160;90400888;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;BANCO SANTANDER (BRASIL) S.A.;JUNDIAI-INT-GO;16913
106435;ODEBRECHT REALIZACOES IMOBILIARIAS S/A;ODEBRECHT REALIZACOES IMOBILIARIAS S/A;06206132000150;06206132;4110700;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;ODEBRECHT REALIZACOES IMOBILIARIAS S.A;;16914
106439;CONAIR COMERCIALIZAÇÃO DO BRASIL LTDA;CUISINART;08794720000188;08794720;4689399;COMÉRCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS INTERMEDIÁRIOS NÃO ESPECIFICADOS ANTERIORMENTE;CONAIR COMERCIALIZACAO DO BRASIL LTDA;;16915
106441;ATACADAO DE PISOS E PORCELANATO;ATACADAO DE PISOS E PORCELANATO;31255099000104;31255099;;;;;16916
106448;ELEVE SUPLEMENTOS ALIMENTARES EIRELI;ELEVE SUPLEMENTOS ALIMENTARES EIRELI;22760590000193;22760590;;;;;16917
106449;RODRIGUES COMERCIO DE SUPLEMENTOS EIRELI;ELLEVEN SUPLEMENTOS;34471876000138;34471876;;;;;16918
106452;J ALVES FERRAMENTAS LTDA ME;J ALVES;09520624000104;09520624;4744001;COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;J ALVES FERRAMENTAS LTDA - ME;J ALVES;16919
106453;W. M. TERRA EXAUSTAO E CIA - ME;TERRA ONSHORE DO BRASIL;12811839000199;12811839;4789099;COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE;W. M. TERRA  EXAUSTAO E CIA - ME;;16920
106461;GRANIART DE CACHOEIRO MARMORES E GRANITOS LTDA - M;GRANIART;20012468000103;20012468;;;;;16921
106473;INTERSOFT COMERCIO DE MATERIAL DE ENSINO LTDA EPP;START PRO;05547677000168;05547677;4761001;COMÉRCIO VAREJISTA DE LIVROS;INTERSOFT COMERCIO DE MATERIAL DE ENSINO LTDA - EPP;START;16922
106477;REDE TIRADENTES POSTO DE COMBUSTIVEIS LTDA-ME;REDE TIRADENTES POSTO II;73621591000279;73621591;4731800;COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES;REDE TIRADENTES POSTOS DE COMBUSTIVEIS LTDA - ME;REDE TIRADENTES POSTO II;16923
106482;SILVIO MARQUES FERREIRA;ESCOLA SONHO MEU;01007492000100;01007492;8513900;ENSINO FUNDAMENTAL;SILVIO MARQUES FERREIRA;ESCOLA SONHO MEU;16924
106490;HELP ASSISTÊNCIA TÉCNICA LTDA;HELP CELULAR;03083653000170;03083653;4752100;COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO;HELP - ASSISTENCIA TECNICA LTDA;HELP CELULAR;16925
106507;E. M. RODRIGUES DE SOUZA BAZAR EIRELI - ME;CASA DO CELULAR;15828107000108;15828107;4781400;COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;ELAINE MICHELLY RODRIGUES DE SOUZA 04206879478;;16926
106523;TUCUMAN EMPREENDIMENTOS IMOBILIÁRIOS SPE LTDA;TUCUMAN EMPREENDIMENTOS IMOBILIÁRIOS SPE LTDA;11769018000179;11769018;4110700;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;TUCUMAN INVESTIMENTOS IMOBILIARIOS LTDA;;16927
106536;COLÉGIO SAINT GERMAIN EDUCACIONAL;SG COLÉGIO SAINT GERMAIN;13248753000162;13248753;8513900;ENSINO FUNDAMENTAL;SAINT GERMAIN EDUCACIONAL LTDA - ME;COLEGIO SAINT GERMAIN;16928
106545;SOCIÉTÉ AIR FRANCE;AIR FRANCE;33013988002800;33013988;5111100;TRANSPORTE AÉREO DE PASSAGEIROS REGULAR;SOCIETE AIR FRANCE;;16929
106547;BANCO ITAÚ S/A;BANCO ITAÚ;60701190170360;60701190;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;ITAU UNIBANCO S.A.;EST UNIF;16930
106549;GILVAN ROSA DE AGUIAR & CIA LTDA - ME;PORTAL CELULARES;08437173000183;08437173;4752100;COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO;GILVAN ROSA DE AGUIAR & CIA LTDA - ME;PORTAL CELULARES;16931
106552;CAIXA ECONOMICA FEDERAL;CAIXA ECONOMICA FEDERAL;00360305153440;00360305;6423900;CAIXAS ECONÔMICAS;CAIXA ECONOMICA FEDERAL;AGENCIA FIDELIS REIS,MG;16932
106556;NATIVE -DISTRIBUIDORA DE VEÍCULOS LTDA;NATIVE -DISTRIBUIDORA DE VEÍCULOS LTDA;03019795000178;03019795;4511101;COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS;NATIVE DISTRIBUIDORA DE VEICULOS LTDA;NATIVE;16933
106559;EXATA PAPELARIA;EXATA PAPELARIA;38481750000103;38481750;4761003;COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA;EXATA PAPELARIA LTDA - EPP;;16934
106582;GOOGLE BRASIL PAGAMENTOS LTDA.;GOOGLE BRASIL PAGAMENTOS LTDA.;13382906000160;13382906;7020400;ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXCETO CONSULTORIA TÉCNICA ESPECÍFICA;GOOGLE CONSULTORIA DE CREDITO LTDA.;;16935
106587;BRUNO INSTALAÇÕES;BRUNO INSTALAÇÕES;00010173515703;;;;;;16936
106593;ALF DEPARTAMENTO E MAGAZINE VAREJISTA EIRELI;DADALTO CASA;30570796000189;30570796;;;;;16937
106609;NEUSA MARIA SILVA FRAUSINO ACADEMIA GERACAO SAUDE - ME;ACADEMIA GERACAO SAUDE;01231898000171;01231898;9313100;ATIVIDADES DE CONDICIONAMENTO FÍSICO;NEUSA MARIA SILVA FRAUSINO ACADEMIA GERACAO SAUDE - ME;ACADEMIA GERACAO SAUDE;16938
106610;GLOBAL DISTRIBUICAO DE BENS DE CONSUMO LTDA.;IPLACE;89237911016225;89237911;;;;;16939
106613;ADM GESTÃO DE RECEBIVEIS LTDA;ADM GESTÃO DE RECEBIVEIS;20306498000122;20306498;;;;;16940
106617;ATL MÓVEIS &ELETROS LTDA;TITA MÓVEIS;03378696000182;03378696;4754701;COMÉRCIO VAREJISTA DE MÓVEIS;A T L MOVEIS & ELETROS LTDA - ME;TITA MOVEIS;16941
106627;RAQUEL C.DE SOUZA SERVIÇOS ADMINISTRATIVOS ME;LIFE CREDIT;26280119000159;26280119;;;;;16942
106632;TEM VIDA PRODUTOS PARA A SAUDE E BEM ESTAR LTDA;TEM VIDA PRODUTOS PARA A SAUDE E BEM ESTAR LTDA;22715736000189;22715736;;;;;16943
106635;UNIMED RONDONÓPOLIS;UNIMED;24676884000167;24676884;6550200;PLANOS DE SAÚDE;UNIMED RONDONOPOLIS COOPERATIVA DE TRAB MEDICO LTDA;;16944
106642;SOCIL - SOCIEDADE DE COMERCIO IMOBILIARIO LTDA;SOCIL;03899010000107;03899010;4120400;CONSTRUÇÃO DE EDIFÍCIOS;SOCIL SOCIEDADE DE COMERCIO IMOBILIARIO LIMITADA - ME;SOCIL;16945
106679;SCHUMANN MOVEIS E ELETRODOMESTICOS LTDA;SCHUMANN SAUDADES;02158816006961;02158816;4754701;COMÉRCIO VAREJISTA DE MÓVEIS;SCHUMANN MOVEIS E ELETRODOMESTICOS LTDA;;16946
106685;PAULA FREGNANI ROSSO;DUO SONHOS & ARTES;29429410000134;29429410;;;;;16947
106688;TURISMO E RECEPTIVO ICARO LTDA;ICAROTUR  CRICIUMA;75527804000142;75527804;7911200;AGÊNCIAS DE VIAGENS;TURISMO E RECEPTIVO ICARO LTDA - ME;ICAROTUR;16948
106700;DAVID JUNIOR PEREIRA;MARIDO DE ALUGUEL;23857640000118;23857640;;;;;16949
106715;AMERICA DISTR. DE PEÇAS E SERVIÇOS LTDA;AMERICA DISTR. DE PEÇAS E SERVIÇOS LTDA;01221094000191;01221094;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;AMERICA DISTRIBUIDORA DE PECAS E SERVICOS LTDA;;16950
106718;WGS 02 EMPREENDIMENTOS IMOBILIARIO LTDA;WAM BRASIL;24609670000178;24609670;;;;;16951
106724;SUPERMERCADO BARATÃO DE ALIMENTOS LTDA;NAGUMO;03920751000548;03920751;4711302;COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS;SUPERMERCADO BARATAO DE ALIMENTOS LTDA;;16952
106731;FAUSIA HABIB BARAKAT MAGAZINE EPP;MADELINA;17537566000311;17537566;4744002;COMÉRCIO VAREJISTA DE MADEIRA E ARTEFATOS;FAUSIA HABIB BARAKAT MAGAZINE - EPP;MADELINA;16953
106734;ATACADÃO S/A;ATACADÃO S/A;75315333004872;75315333;4711301;COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS;ATACADAO DISTRIBUICAO COMERCIO E INDUSTRIA LTDA;ATACADAO;16954
106735;MARTA CARVALHO DA SILVA;BEM ESTAR;11289481000113;11289481;4321500;INSTALAÇÃO E MANUTENÇÃO ELÉTRICA;MARTA CARVALHO DA SILVA - ME;PORTAO FACIL;16955
106736;REGINALDO DA ROSA ABREU M.E;REGINALDO DA ROSA ABREU M.E;26561719000195;26561719;;;;;16956
106742;CRISTIANE IACHITZKI;PRIME MULTIMARCAS;15820895000188;15820895;4781400;COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;CRISTIANE IACHITZKI 04394476909;;16957
106744;JOEL DA SILVA SANTOS DE BRITO EIRELI - ME;MA SOB CONSTRUTORA;23851351000101;23851351;;;;;16958
106750;E-CUIABA SOLUÇÕES PARA INTERNET LTDA;INSTITUICAO DE ENSINO CHARLES BABBAGE;05026955000212;05026955;;;;;16959
106753;ELETRONICA CHAVES EIRELI;ELETRONICA CHAVES EIRELI;00036475000138;00036475;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;ELETRONICA CHAVES LTDA - ME;;16960
106755;VIVA AMBIENTES PLANEJADOS EIRELI;VIVA AMBIENTES PLANEJADOS;21174901000170;21174901;;;;;16961
106778;PRIME TIME COMERCIO DE ROUPAS LTDA - ME;EMPÓRIO MIX;03099699000187;03099699;4781400;COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;PRIMETIME COMERCIO DE ROUPAS LTDA;EMPORIO MIX;16962
106796;A. M. ESTOFADOS LTDA;SOFA SUL;01903607000144;01903607;3103900;FABRICAÇÃO DE MÓVEIS DE OUTROS MATERIAIS, EXCETO MADEIRA E METAL;A. M. ESTOFADOS LTDA - ME;SOFA SUL;16963
106798;PAULO ROGÉRIO TOMAZ;PAULO ROGÉRIO TOMAZ;00025148594845;;;;;;16964
106803;OTICA MIX LTDA;OTICA MIX LTDA;28496280000190;28496280;;;;;16965
106804;MARCELO SIMON IMOVEIS LTDA;MARCELO SIMON IMOVEIS;05374873000188;05374873;6821802;CORRETAGEM NO ALUGUEL DE IMÓVEIS;MARCELO SIMON IMOVEIS LTDA - ME.;MARCELO SIMON IMOVEIS;16966
106806;SPE  CONDOMINIO QS 005 LTDA;SPE  CONDOMINIO QS 005 LTDA;13469140000155;13469140;4110700;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;SPE CONDOMINIO QS 005 LTDA;;16967
106807;THIAGO DE ALMEIDA SANTOS 04319395190;PERFORMACE AMBIENTE INTELIGENTE;22681325000110;22681325;;;;;16968
106815;WBR INDUSTRIA E COMERCIO DE VESTUARIO LTDA;WBR INDUSTRIA E COMERCIO DE VESTUARIO LTDA;07296319003090;07296319;4781400;COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;WBR INDUSTRIA E COMERCIO DE VESTUARIO LTDA.;;16969
106820;CARVALHO SANTOS CLINICA ODONTOLOGICA BRESSER LTDA;CARVALHO SANTOS CLINICA ODONTOLOGICA BRESSER LTDA;32190320000148;32190320;;;;;16970
106836;LIVRE DIGITAL INTERMEDIAÇÃO DE NEGOCIOS LTDA;LIVRE DIGITAL INTERMEDIAÇÃO DE NEGOCIOS LTDA;30472737000178;30472737;;;;;16971
106837;BANCO TOPÁZIO S.A.;BANCO TOPÁZIO;07679404000100;07679404;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;BANCO TOPAZIO S.A.;BANCO TOPAZIO;16972
106838;TV CURSOS PROFISSIONALIZANTES LTDA.;EURO ANGLO CURSOS;30800369000140;30800369;;;;;16973
106839;JNI CLINICAS ODONTOLOGICAS LTDA;(RICARDO BOARINI LENZI);29272873000135;29272873;;;;;16974
106841;LUCIANO NOGARI & CIA LTDA;L N DIESEL;27646039000137;27646039;;;;;16975
106852;PEDRO LAGO NETO;PEDRO LAGO NETO;13049048000640;13049048;;;;;16976
106857;PREMIUM ITAJAI EDUCAÇÃO PROFISSIONAL EIRELI;MASTER PREMIUM EDUCAÇÃO PROFISSIONAL;30840427000169;30840427;;;;;16977
106862;VIDROSUL VIDRAÇARIA;VIDROSUL VIDRAÇARIA;15773863000179;15773863;4743100;COMÉRCIO VAREJISTA DE VIDROS;VIDROSUL LTDA ME;VIDROSUL;16978
106863;REFRIPRIM;REFRIPRIM;02413097000190;02413097;3314707;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E APARELHOS DE REFRIGERAÇÃO E VENTILAÇÃO PARA USO INDUSTRIAL E COMERCIAL;REFRIPRIM REFRIGERACAO LTDA - ME;;16979
106866;VIAÇÃO VERDES MARES LTDA;VIAÇÃO VERDES MARES LTDA;81547044000138;81547044;4921301;TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, COM ITINERÁRIO FIXO, MUNICIPAL;VIACAO VERDES MARES LTDA.;;16980
106868;ALEXANDRE FRAGERI;MARCENARIA HELENISA;28771646000191;28771646;;;;;16981
106870;TECH-MOURA COMERCIO E ACESSORIOS LTDA - ME;HELPFONE;21682335000107;21682335;;;;;16982
106882;PAULA BRAGION JESUS - UMUARAMA -ME;ESTOFADOS BRAGION;16615094000143;16615094;4754701;COMÉRCIO VAREJISTA DE MÓVEIS;PAULA BRAGION JESUS - UMUARAMA - ME;ESTOFADOS BRAGION;16983
106883;DAIANI VIEIRA PINTO;D T ESTOFADOS;17539522000169;17539522;4754701;COMÉRCIO VAREJISTA DE MÓVEIS;DAIANI VIEIRA PINTO 09434548918;;16984
106892;DRESSEL E COUTINHO DRESSEL LTDA- ME;MECANICA E AUTO PEÇAS NOVA PRATA;05671720000100;05671720;4520001;SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES;DRESSEL & COUTINHO DRESSEL LTDA - ME;MECANICA E AUTO PECAS NOVA PRATA;16985
106893;SGA COMERCIO DE APARELHOS INTERFÔNICOS;STAR COMERCIO DE APARLHOS INTERFÔNICOS;12916001000160;12916001;4752100;COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO;SGA COMERCIO DE APARELHOS INTERFONICOS LTDA - ME;SGA INTERFONES;16986
106909;CLATE COMERCIO DE COLCHÕES LTDA - EPP;COLCHÕES ORTOBOM;21880452000185;21880452;;;;;16987
106910;MAICON SANTANA DOS SANTOS 35282821850;MYPROJECT/3DSELF/MINIATURAS3D.COM.BR;19514690000125;19514690;;;;;16988
106921;LANCHONETE PRAÇA DE ALIMENTAÇÃO LTDA;LANCHONETE PRAÇA DE ALIMENTAÇÃO;03298856000183;03298856;5611203;LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;LANCHONETE PRACA DE ALIMENTACAO LTDA - EPP;PRACA DE ALIMENTACAO;16989
106922;COMER DE DERIV DE PETROLEO;POSTO CLASSE A;24572015000192;24572015;;;;;16990
106932;J ERIKSEN COMERCIO DE MOVEIS;ERIKSEN DESIGN;08923707000181;08923707;4754701;COMÉRCIO VAREJISTA DE MÓVEIS;J ERIKSEN COMERCIO DE MOVEIS ME;ERIKSEN DESIGN;16991
106943;TOLDISA COMERCIO DE TOLDOS LTDA - EPP;TOLDISA COMERCIAL;04014493000170;04014493;4789099;COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE;TOLDISA COMERCIO DE TOLDOS LTDA - EPP;TOLDISA COMERCIAL;16992
106949;MAGAZINE GAYA;MAGAZINE GAYA;20249624000154;20249624;;;;;16993
106952;FRILUX INDUSTRIA E COMERCIO DE REFRIGERAÇÃO EIRELI;FRILUX;05730111000177;05730111;2823200;FABRICAÇÃO DE MÁQUINAS E APARELHOS DE REFRIGERAÇÃO E VENTILAÇÃO PARA USO INDUSTRIAL E COMERCIAL, PEÇAS E ACESSÓRIOS;FRILUX INDUSTRIA E COMERCIO DE REFRIGERACAO LTDA;FRILUX;16994
106953;CARP EQUIPAMENTOS E UTILIDADES DOMESTICAS EIRELI-M;CARP EQUIPAMENTOS E UTILIDADES DOMESTICAS EIRELI-M;10481809000217;10481809;4759899;COMÉRCIO VAREJISTA DE OUTROS ARTIGOS DE USO DOMÉSTICO NÃO ESPECIFICADOS ANTERIORMENTE;CARP - EQUIPAMENTOS E UTILIDADES DOMESTICAS LTDA - ME;;16995
106962;ANTENAS ROGE;ANTENAS ROGE;32044197000157;32044197;;;;;16996
106964;BRUNO HENRIQUE ZEFERINO FERNANDES 09664163686;JBVIDROS;17334698000184;17334698;4743100;COMÉRCIO VAREJISTA DE VIDROS;BRUNO HENRIQUE ZEFERINO FERNANDES 09664163686;JBVIDROS;16997
107001;LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM;LEROYMERLIN.COM.BR;01438784006308;01438784;;;;;16998
107006;GRAZIELA SANTUSA BRAGA - ME;CENTRO DE EDUCACAO INFANTIL MUNDO ENCANTADO;21033510000135;21033510;;;;;16999
107013;UNIVERSAL CELULARES UBERABA LTDA.;MUNDIAL CELULAR;09213076000170;09213076;4752100;COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO;UNIVERSAL CELULARES UBERABA LTDA.;MUNDIAL CELULAR;17000
107019;VIA VAREJO S/A;PONTO FRIO;33041260141493;33041260;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;VIA VAREJO S/A;;17001
107021;ATACADÃO DOS ELETRODOMESTICOS DO NORDESTE LTDA;ATACADÃO DOS ELETRODOMESTICOS DO NORDESTE LTDA;70120662003791;70120662;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;ATACADAO DOS ELETRODOMESTICOS DO NORDESTE LTDA;ATACADAO DOS ELETROS;17002
107032;MARILDA DE FATIMA SALGADO E CIA LTDA - ME;MOVEIS ARAXÁ;14083581000187;14083581;4754701;COMÉRCIO VAREJISTA DE MÓVEIS;MARILDA DE FATIMA SALGADO & CIA. LTDA. - ME;MOVEIS ARAXA;17003
107042;CORE 360 TREINAMENTO FUNCIONAL LTDA;CORE 360;12429200000143;12429200;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;CORE 360 TREINAMENTO FUNCIONAL LTDA;;17004
107102;BANCO ITAU S/A;AGÊNCIA 4394-3;60701190201266;60701190;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;ITAU UNIBANCO S.A.;;17005
107134;GENESIS IMPORTADORA TEXTIL LTDA;GENESIS IMPORTADORA;06265082000182;06265082;4772500;COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;W&P COSMETICOS LTDA;W&P LTDA ME;17006
107137;(NETSITE) CTBC MULTIMIDIA DATA NET S/A;ALGAR MULTIMIDIA DATA NET S/A;04622116000113;04622116;6110803;SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA - SCM;CTBC MULTIMIDIA DATA NET S/A;;17007
107153;Tesor audio comercio e distribuição de eletrônicos ltda me;tesor;07427215000132;07427215;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;CELINA AKEMI UTSUMI - COMERCIO E SERVICOS LTDA  - ME;;17008
107159;TASS TELECOM - SERVICOS DE TELECOMUNICACOES LTDA;TASS TELECOM;12910118000136;12910118;6110803;SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA - SCM;TASS TELECOM - SERVICOS DE TELECOMUNICACOES LTDA;TASS TELECOM;17009
107170;ECONORTE ENERGIA SOLAR;ECONORTE ENERGIA SOLAR;20899238000108;20899238;;;;;17010
107172;DAMA COMERCIO E SERVIÇOS;DAMA COMERCIO E SERVIÇOS;06012354000132;06012354;4783102;COMÉRCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;DAMA - COMERCIO E SERVICOS DE PRODUTOS ELETRONICOS LTDA - ME;;17011
107181;LISMAR LTDA;GAME STATION;10476588006815;10476588;9321200;PARQUES DE DIVERSÃO E PARQUES TEMÁTICOS;LISMAR LTDA;;17012
107193;COMERCIAL DE ALIMENTOS BIS LTDA EPP;SUPER SHOW BIS;21053524000110;21053524;;;;;17013
107197;CASSI;CASSI;33719485000984;33719485;6550200;PLANOS DE SAÚDE;CAIXA DE ASSISTENCIA DOS FUNCIONARIOS DO BANCO DO BRASIL;CASSI RIO GRANDE DO NORTE - RN;17014
107198;SINSP - RN;SINSP - RN;17572030000175;17572030;9420100;ATIVIDADES DE ORGANIZAÇÕES SINDICAIS;SINDICATO DOS TRABALHADORES DO SERVICO PUBLICO DA ADMINISTRACAO DIRETA DO ESTADO DO RN;SINSP - RN;17015
107202;ARAUJO CUNHA EMPREENDIMENTOS IMOBILIRIARIOS LTDA;ARAUJO CUNHA EMPREENDIMENTOS IMOBILIRIARIOS LTDA;04152429000155;04152429;4110700;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;ARAUJO CUNHA EMPREENDIMENTOS IMOBILIRIARIOS LTDA - EPP;;17016
107209;AMB ASSOCIAÇÃO MUTUA DE BENEFICIOS;AMB ASSOCIAÇÃO MUTUA DE BENEFICIOS;15218763000180;15218763;9499500;ATIVIDADES ASSOCIATIVAS NÃO ESPECIFICADAS ANTERIORMENTE;AMB - ASSOCIACAO MUTUA DE BENEFICIOS;AMB;17017
107210;LUCAS SAMARONNE DE OLIVEIRA 70056445148;BIQUINISGAROTADELUXO.COM.BR/GAROTA DE LU;25151138000112;25151138;;;;;17018
